Acousticness,Danceability,Duration,Energy,Explicit,Instrumentalness,Liveness,Loudness,Mode,Speechiness,Tempo,TimeSignature,Valence
0.0275,0.332,383973,0.826,FALSE,0.0084,0.234,-7.269,0,0.0497,125.636,4,0.216
0.353,0.426,367349,0.661,FALSE,0.94,0.619,-9.877,1,0.0503,151.191,3,0.178
0.224,0.241,326533,0.295,FALSE,0.0328,0.11,-8.571,1,0.0319,114.759,5,0.0398
0.129,0.532,299283,0.845,FALSE,0.297,0.119,-6.967,0,0.0433,104.807,4,0.125
0.00267,0.185,230627,0.889,FALSE,0.0981,0.291,-5.491,0,0.0743,77.555,4,0.331
0.968,0.299,384439,0.263,FALSE,0.857,0.126,-13.207,0,0.0323,137.848,3,0.113
1.93e-5,0.256,189733,0.906,FALSE,0.366,0.322,-10.436,1,0.0548,137.949,4,0.254
0.167,0.454,290707,0.229,FALSE,0.102,0.202,-12.592,1,0.0297,73.552,4,0.134
0.827,0.157,222600,0.145,FALSE,0.886,0.109,-21.359,1,0.0354,138.305,3,0.0635
0.0395,0.693,319249,0.776,FALSE,0.737,0.0884,-9.804,1,0.056,113.808,4,0.659
0.102,0.443,304333,0.665,FALSE,0.937,0.111,-13.055,0,0.0536,150.023,4,0.185
0.0489,0.6,237293,0.853,FALSE,0.346,0.0934,-7.584,1,0.0423,94.457,4,0.847
0.00281,0.384,192667,0.717,FALSE,0.569,0.187,-8.868,1,0.0339,105.852,4,0.42
0.00237,0.486,351693,0.754,FALSE,0.858,0.224,-8.552,1,0.0378,91.52,4,0.387
0.00397,0.167,222960,0.636,FALSE,0.228,0.106,-7.4,1,0.0382,97.293,3,0.671
0.00162,0.832,321427,0.674,FALSE,0.799,0.0933,-9.099,1,0.0657,123.99,4,0.237
0.101,0.233,259960,0.453,FALSE,0.602,0.113,-9.31,0,0.0331,131.644,4,0.152
0.878,0.135,296707,0.239,FALSE,0.0292,0.105,-11.075,0,0.0309,77.042,4,0.0378
0.00226,0.309,246840,0.547,FALSE,0.836,0.108,-7.752,1,0.0297,156.736,4,0.157
0.0626,0.297,269293,0.714,FALSE,0.859,0.142,-7.863,1,0.0351,121.326,4,0.486
0.0418,0.454,305000,0.615,FALSE,0.0834,0.201,-9.076,1,0.0912,149.942,4,0.0964
0.315,0.168,356333,0.302,FALSE,0.79,0.11,-11.645,0,0.0344,102.041,4,0.205
0.511,0.518,290213,0.656,FALSE,0.156,0.0679,-7.438,0,0.0264,104.282,4,0.203
0.0261,0.326,269093,0.636,FALSE,0.00512,0.108,-7.092,1,0.0286,149.632,3,0.256
0.0825,0.661,291987,0.707,FALSE,0.0772,0.117,-7.023,1,0.232,139.976,4,0.846
0.921,0.134,200483,0.129,FALSE,0.697,0.13,-16.128,1,0.0341,93.668,4,0.0435
0.938,0.282,283464,0.132,FALSE,0.104,0.1,-15.569,1,0.0375,136.186,4,0.0379
0.0786,0.603,297333,0.507,FALSE,0.0531,0.0919,-9.965,0,0.0266,79.039,4,0.568
0.719,0.237,145840,0.617,FALSE,6.68e-4,0.23,-6.908,1,0.0339,103.061,4,0.156
0.885,0.26,290067,0.264,FALSE,0.0799,0.191,-12.279,1,0.0299,79.652,4,0.159
0.807,0.277,232800,0.384,FALSE,0.0134,0.97,-9.853,1,0.035,141.637,4,0.0997
0.00154,0.358,189000,0.705,FALSE,0.606,0.168,-8.284,1,0.0517,101.429,4,0.419
0.0102,0.515,238640,0.43,TRUE,1.41e-4,0.129,-9.935,1,0.0369,91.841,4,0.104
0.62,0.518,313671,0.959,FALSE,0.884,0.0831,-7.596,0,0.157,149.722,4,0.341
0.256,0.248,323535,0.328,FALSE,0.0781,0.105,-7.477,0,0.032,114.243,5,0.0398
0.343,0.261,313000,0.71,FALSE,0.162,0.901,-10.308,0,0.0345,139.097,4,0.237
0.278,0.71,328293,0.496,FALSE,0.581,0.101,-9.638,1,0.0297,111.662,4,0.637
0.314,0.488,253853,0.453,FALSE,0.691,0.179,-11.562,0,0.0304,138.077,4,0.129
0.991,0.156,62930,0.0962,FALSE,0.987,0.0929,-27.01,0,0.0345,80.148,4,0.0389
0.0307,0.637,199502,0.98,FALSE,6.57e-4,0.601,-4.981,0,0.115,135.991,4,0.65
0.651,0.458,148760,0.54,FALSE,0.056,0.205,-11.866,0,0.0354,126.637,4,0.189
0.161,0.262,233227,0.567,FALSE,0.263,0.225,-11.075,1,0.0344,172.857,3,0.377
0.713,0.493,237467,0.41,FALSE,0.907,0.23,-13.303,0,0.0646,138.462,4,0.218
0.42,0.648,280719,0.588,FALSE,0.84,0.141,-10.993,1,0.052,70.124,4,0.403
0.712,0.325,194267,0.421,FALSE,0.0495,0.0956,-6.23,1,0.0324,62.239,4,0.186
0.0898,0.574,362880,0.324,FALSE,0.856,0.11,-16.645,0,0.0496,99.097,4,0.0382
1.01e-4,0.294,217800,0.813,FALSE,7.56e-4,0.333,-10.772,0,0.0547,150.845,4,0.554
8.49e-4,0.212,325627,0.696,FALSE,0.0165,0.129,-10.059,1,0.0472,122.37,4,0.298
0.00839,0.344,297533,0.864,FALSE,0.767,0.699,-5.679,1,0.0385,96.333,4,0.289
0.995,0.257,53004,0.263,FALSE,0.97,0.0971,-15.292,0,0.057,131.412,3,0.039
0.0145,0.774,464440,0.637,FALSE,0.816,0.111,-11.858,1,0.0641,133.079,4,0.0438
0.00824,0.792,321933,0.49,FALSE,0.724,0.267,-8.229,1,0.0472,133.033,4,0.422
0.719,0.645,275800,0.462,FALSE,0.291,0.34,-12.124,1,0.0319,142.137,5,0.391
0.0131,0.274,269093,0.472,FALSE,0.069,0.0802,-7.614,0,0.0263,148.996,4,0.14
0.0496,0.403,315973,0.757,FALSE,0.848,0.305,-9.931,0,0.0371,157.957,4,0.573
0.836,0.434,117387,0.368,FALSE,0.0033,0.123,-15.419,1,0.231,127.186,4,0.689
0.148,0.355,265053,0.296,FALSE,0.13,0.644,-10.074,1,0.0321,121.599,4,0.205
0.00822,0.8,340160,0.586,FALSE,0.773,0.0846,-9.633,1,0.0601,115.62,4,0.126
5.73e-4,0.22,262467,0.499,FALSE,0.00122,0.171,-8.363,1,0.0355,148.994,4,0.209
0.5,0.306,232387,0.5,TRUE,0.437,0.227,-9.837,1,0.0276,76.918,3,0.139
0.868,0.561,224698,0.282,FALSE,0.529,0.11,-13.241,1,0.0286,112.011,1,0.158
4.01e-4,0.291,234800,0.767,FALSE,0.0119,0.0763,-6.913,0,0.0862,175.699,4,0.358
0.0377,0.252,387213,0.849,FALSE,0.00592,0.0545,-6.501,1,0.0581,163.704,4,0.194
0.443,0.461,423000,0.455,FALSE,0.641,0.0812,-12.403,0,0.0716,113.752,4,0.375
0.0316,0.492,201707,0.753,FALSE,0.0587,0.0617,-8.617,1,0.0314,126.138,4,0.234
0.105,0.461,248893,0.833,FALSE,0.00419,0.0741,-6.082,0,0.0481,165.635,4,0.808
0.0206,0.429,259200,0.88,FALSE,0.698,0.607,-8.013,0,0.109,148.965,3,0.255
0.731,0.168,276693,0.397,FALSE,0.0378,0.116,-7.619,0,0.0323,84.393,4,0.0497
0.449,0.519,254067,0.8,FALSE,0.27,0.968,-7.207,1,0.0389,144.533,5,0.341
0.989,0.251,187117,0.243,FALSE,0.845,0.126,-10.896,1,0.0307,177.427,4,0.247
0.303,0.541,220609,0.847,FALSE,0.271,0.109,-6.52,1,0.0297,148.937,4,0.62
0.0498,0.316,267693,0.592,FALSE,0.00139,0.103,-8.916,1,0.0296,150.537,3,0.32
0.0971,0.172,285200,0.655,FALSE,0.128,0.195,-7.476,0,0.042,78.653,4,0.221
0.106,0.44,212027,0.609,FALSE,0.11,0.382,-13.37,0,0.278,133.243,4,0.115
0.309,0.243,204973,0.47,FALSE,7.98e-4,0.121,-8.194,0,0.0353,204.026,4,0.393
0.00591,0.537,202093,0.949,FALSE,8.98e-4,0.105,-4.871,1,0.16,88.601,4,0.564
0.016,0.535,288227,0.831,FALSE,3.12e-4,0.0676,-4.869,0,0.069,110.731,4,0.834
0.00719,0.628,178360,0.918,FALSE,0.452,0.0353,-3.431,0,0.0326,99.057,4,0.735
0.00107,0.343,269360,0.983,FALSE,0.296,0.0708,-2.359,0,0.212,124.536,4,0.186
0.0706,0.607,225200,0.953,FALSE,2.94e-5,0.213,-1.744,0,0.0471,118.885,4,0.315
0.0985,0.51,270827,0.859,FALSE,5.61e-6,0.216,-3.482,1,0.0364,131.868,4,0.252
0.0149,0.62,265040,0.997,FALSE,2.7e-5,0.327,-3.036,0,0.125,122.92,4,0.261
0.0648,0.635,230707,0.77,FALSE,3.44e-6,0.115,-3.591,0,0.0336,96.697,4,0.665
0.944,0.609,107307,0.111,TRUE,0.0247,0.104,-14.575,1,0.0586,177.413,4,0.298
0.00295,0.652,239960,0.809,FALSE,0.00928,0.352,-11.623,0,0.0762,91.919,4,0.773
0.0236,0.491,314773,0.707,FALSE,2.69e-6,0.156,-3.925,1,0.0318,113.474,4,0.219
6.17e-4,0.623,217133,0.936,TRUE,9.86e-5,0.269,-9.955,1,0.0528,101.514,4,0.705
0.0446,0.639,285067,0.839,TRUE,3.74e-6,0.468,-4.703,1,0.0634,101.447,4,0.603
0.0021,0.592,329733,0.767,FALSE,0.00165,0.127,-2.788,0,0.027,96.483,4,0.328
0.00673,0.464,393907,0.918,TRUE,8.46e-4,0.109,-5.305,1,0.0807,117.399,4,0.322
0.0133,0.577,245893,0.766,FALSE,3.7e-5,0.158,-3.786,0,0.0267,88.013,4,0.452
0.232,0.499,335893,0.816,FALSE,0,0.105,-3.913,0,0.0358,82.017,4,0.275
0.00399,0.499,277160,0.705,FALSE,9.11e-6,0.104,-5.596,0,0.0669,123.909,4,0.36
7.42e-4,0.536,250733,0.966,TRUE,4.22e-4,0.13,-3.257,1,0.0657,107.015,4,0.38
0.00417,0.504,238733,0.96,FALSE,0.569,0.0613,-1.464,1,0.183,96.682,4,0.774
0.078,0.681,213120,0.893,FALSE,0,0.154,-2.464,1,0.0347,126.697,4,0.581
0.013,0.725,231933,0.803,FALSE,3.66e-5,0.0891,-4.083,1,0.0337,117.391,4,0.403
0.0764,0.939,231173,0.73,FALSE,0.0019,0.106,-4.939,1,0.0807,111.645,4,0.936
0.0929,0.5,317027,0.513,FALSE,2.87e-6,0.106,-4.725,0,0.03,131.473,4,0.256
0.0986,0.495,259627,0.516,TRUE,0.0011,0.167,-6.134,1,0.0283,78.531,4,0.126
0.00636,0.496,255973,0.823,FALSE,0,0.564,-2.699,1,0.0316,112.912,4,0.367
0.00236,0.709,216693,0.738,TRUE,0.795,0.073,-12.019,1,0.048,96.24,4,0.671
0.457,0.67,230467,0.821,TRUE,0.886,0.345,-6.761,1,0.128,90.532,4,0.707
0.0312,0.394,241120,0.921,FALSE,9.65e-6,0.355,-1.823,0,0.0473,166.897,4,0.532
0.0123,0.772,120667,0.888,TRUE,0,0.12,-6.273,1,0.118,124.646,4,0.706
0.0399,0.804,207733,0.813,FALSE,1.16e-4,0.0792,-5.305,0,0.0454,106.544,4,0.936
0.0179,0.618,269000,0.938,FALSE,0,0.167,-3.442,1,0.0456,91.455,4,0.875
0.0864,0.641,271933,0.828,FALSE,8.85e-6,0.246,-5.412,0,0.0722,104.714,4,0.776
0.0264,0.451,216933,0.97,FALSE,0.00355,0.102,-4.938,1,0.107,122.444,4,0.198
0.00194,0.695,247667,0.993,FALSE,0.00217,0.0877,-3.102,1,0.0614,107.933,4,0.28
2.34e-4,0.346,317792,0.973,FALSE,1.44e-5,0.17,-3.697,0,0.0738,147.619,4,0.697
0.00271,0.51,239640,0.96,TRUE,0.029,0.148,-5.421,0,0.123,87.99,4,0.749
0.0281,0.573,198067,0.994,TRUE,0.00543,0.367,-0.407,0,0.342,114.563,4,0.416
0.00482,0.44,123800,0.986,TRUE,0,0.295,-1.795,0,0.145,105.607,4,0.263
0.156,0.646,215400,0.867,FALSE,7.41e-5,0.421,-4.815,0,0.0586,97.614,4,0.585
0.0215,0.586,189133,0.996,FALSE,1.46e-5,0.193,-2.296,1,0.144,100.13,4,0.173
0.00218,0.459,193507,0.962,FALSE,0.0503,0.188,-10.653,1,0.0485,134.139,4,0.307
0.008,0.744,211333,0.576,FALSE,0.0173,0.0404,-8.276,1,0.0415,88.507,4,0.818
0.0135,0.524,270467,0.945,FALSE,0.00332,0.108,-2.467,0,0.0797,149.819,4,0.8
0.0799,0.797,250387,0.642,FALSE,1.19e-5,0.371,-8.082,1,0.0725,113.999,4,0.667
1.44e-4,0.504,162029,0.674,TRUE,0,0.0953,-6.276,1,0.0659,137.094,4,0.147
0.00308,0.712,282133,0.723,FALSE,5.91e-6,0.0664,-10.141,1,0.0578,91.88,4,0.857
0.0313,0.313,309800,0.753,FALSE,2.25e-6,0.142,-3.921,0,0.0285,176.748,4,0.514
0.00141,0.581,496627,0.7,TRUE,0.00404,0.267,-10.664,1,0.0595,154.98,4,0.521
0.00451,0.346,367027,0.85,FALSE,7.26e-4,0.109,-4.669,1,0.0426,130.745,4,0.159
0.836,0.34,172400,0.15,FALSE,0,0.307,-12.69,1,0.0352,128.259,3,0.224
0.0168,0.594,219627,0.996,TRUE,0.474,0.0216,-3.583,1,0.057,94.249,4,0.553
0.555,0,14533,0.455,FALSE,0,0.37,-17.536,1,0,0,0,0
0.0108,0.442,112533,0.995,FALSE,0,0.33,-1.674,0,0.126,127.02,4,0.639
0.0679,0.744,307093,0.667,FALSE,0.36,0.306,-7.539,0,0.063,90.387,4,0.766
5.52e-5,0.431,76493,0.876,FALSE,0.138,0.134,-7.673,1,0.117,136.652,4,0.628
0.116,0.61,200467,0.872,FALSE,0.147,0.152,-5.428,0,0.0422,164.038,4,0.842
0.0503,0.662,220499,0.954,FALSE,0.617,0.0771,-3.84,0,0.0611,101.18,4,0.767
1.69e-4,0.167,229960,0.975,TRUE,0.0161,0.172,-4.279,1,0.216,199.06,4,0.0918
0.0478,0.677,303560,0.853,FALSE,0.204,0.43,-5.494,1,0.0744,89.317,4,0.907
2.83e-5,0.488,273933,0.977,TRUE,0.105,0.082,-4.701,1,0.0938,117.067,4,0.48
0.0653,0.567,196173,0.956,TRUE,0,0.111,-2.941,1,0.107,91.777,4,0.353
0.0583,0.673,378613,0.645,FALSE,8.87e-4,0.0953,-5.914,1,0.0508,100.183,4,0.684
0.082,0.39,319933,0.344,FALSE,1.41e-4,0.0715,-7.804,1,0.0376,178.102,4,0.244
0.0633,0.567,205267,0.711,FALSE,1.68e-6,0.334,-3.744,0,0.0788,141.058,4,0.507
0.00168,0.567,323333,0.659,FALSE,0.00158,0.0513,-10.635,1,0.0499,90.519,4,0.61
0.0407,0.641,220400,0.899,FALSE,1.17e-6,0.118,-4.992,0,0.0787,110.745,4,0.562
2.71e-4,0.585,158550,0.98,FALSE,2.49e-5,0.0273,-2.79,1,0.12,94.775,4,0.47
0.104,0.365,268733,0.804,FALSE,6.58e-5,0.15,-5.922,0,0.105,171.597,4,0.577
0.00203,0.632,177240,0.991,TRUE,8.06e-5,0.659,-4.048,1,0.191,141.979,4,0.504
0.0155,0.477,72227,0.935,TRUE,0.447,0.0577,-7.926,0,0.17,145.208,4,0.673
0.026,0.396,187813,0.657,FALSE,0.907,0.133,-7.691,1,0.0311,100.177,3,0.245
0.309,0.815,339533,0.577,FALSE,1.02e-5,0.101,-6.253,1,0.0369,122.61,4,0.737
0.00624,0.607,262333,0.89,FALSE,0.135,0.14,-3.148,1,0.0504,115.941,4,0.671
0.182,0.737,226533,0.939,FALSE,5.96e-4,0.0707,-5.101,0,0.0793,92.519,4,0.964
0.141,0.543,198689,0.582,FALSE,2.24e-4,0.0929,-8.055,1,0.058,150.459,4,0.6
1.4e-5,0.383,776200,0.899,TRUE,0.829,0.417,-5.129,1,0.0547,166.408,4,0.782
0.00825,0.44,106720,0.995,FALSE,1.62e-6,0.462,-1.795,1,0.141,142.809,4,0.268
0.0177,0.422,346880,0.804,TRUE,4.61e-4,0.1,-5.955,1,0.0669,119.621,1,0.312
0.538,0.256,240360,0.523,FALSE,0.00832,0.0849,-5.175,1,0.0294,78.385,4,0.318
0.911,0.476,36867,0.215,TRUE,0.992,0.11,-19.176,1,0.0487,113.147,1,0.522
0.00277,0.603,243533,0.877,TRUE,0.0604,0.171,-12.828,1,0.0474,102.673,4,0.881
0.00226,0.247,383760,0.892,FALSE,3.1e-5,0.361,-4.65,1,0.0503,143.996,4,0.159
0.00112,0.683,282400,0.734,FALSE,0.0139,0.258,-4.523,0,0.029,106.254,4,0.576
0.584,0.54,254573,0.481,TRUE,0.892,0.378,-13.165,1,0.0405,85.307,4,0.103
0.161,0.717,160800,0.977,FALSE,0.0925,0.213,-5.375,1,0.101,133.493,4,0.321
0.156,0.641,241840,0.502,FALSE,4.35e-6,0.311,-7.334,1,0.0251,105.634,4,0.326
0.025,0.738,220827,0.931,TRUE,0,0.0658,-4.675,0,0.108,90.61,4,0.692
0.0733,0.562,325160,0.669,FALSE,4.04e-4,0.114,-4.139,1,0.039,146.82,4,0.22
0.0233,0.348,295373,0.686,FALSE,0.00256,0.145,-12.748,0,0.0319,178.466,3,0.635
0.0411,0.815,208427,0.97,TRUE,0.00215,0.0348,-3.384,0,0.0834,117.264,4,0.549
0.0122,0.387,369040,0.674,FALSE,0.0129,0.102,-6.623,1,0.0597,139.751,5,0.277
0.00145,0.684,259947,0.854,FALSE,1.05e-4,0.0913,-2.802,0,0.0334,141.409,4,0.706
4.05e-4,0.467,251800,0.98,FALSE,9.08e-4,0.445,-1.857,0,0.0934,123.089,4,0.222
1.36e-5,0.588,265560,0.897,FALSE,0.039,0.101,-10.838,0,0.0429,116.213,4,0.841
0.016,0.238,215200,0.949,FALSE,0,0.0864,-4.575,1,0.247,87.843,4,0.405
0.0014,0.476,202053,0.979,FALSE,0.00729,0.0944,-3.506,0,0.132,140.404,4,0.416
2.77e-4,0.439,226640,0.885,FALSE,0.00367,0.372,-4.679,1,0.0625,92.738,4,0.495
5.59e-4,0.501,529373,0.977,TRUE,0.721,0.0573,-5.421,0,0.0471,96.796,4,0.876
0.0173,0.611,143627,0.795,FALSE,0,0.116,-3.428,1,0.04,95.759,4,0.383
1.26e-4,0.626,188600,0.791,TRUE,0.0219,0.439,-2.734,1,0.0721,133.204,4,0.433
4.86e-4,0.312,147640,0.958,TRUE,3.84e-4,0.536,-2.919,1,0.231,138.323,4,0.49
0.00293,0.377,183440,0.981,TRUE,0.00909,0.792,-2.088,1,0.25,144.098,4,0.45
3.65e-4,0.413,210253,0.933,FALSE,0.0023,0.121,-3.912,0,0.127,127.202,4,0.325
8.92e-4,0.533,244093,0.834,FALSE,0.532,0.197,-5.525,0,0.0369,110.543,3,0.355
0.0702,0.416,160507,0.938,FALSE,5.17e-5,0.124,-3.446,1,0.0733,98.92,4,0.507
0.00274,0.267,217133,0.931,TRUE,8.34e-5,0.316,-4.087,1,0.305,159.759,4,0.117
0.0123,0.39,164267,0.912,FALSE,0.0367,0.326,-4.8,1,0.121,85.211,4,0.0667
6.83e-5,0.369,193627,0.933,FALSE,0.398,0.528,-2.853,1,0.0349,146.81,4,0.521
0.00236,0.425,176707,0.908,TRUE,0.0125,0.0602,-3.803,1,0.192,73.681,4,0.492
0.552,0.475,201200,0.477,FALSE,0.00729,0.133,-7.527,0,0.0266,129.006,4,0.227
0.173,0.361,249227,0.921,FALSE,6.95e-6,0.358,-2.468,0,0.0717,139.259,4,0.466
0.0104,0.457,174960,0.937,FALSE,6.79e-4,0.313,-3.591,0,0.103,160.042,4,0.792
9.92e-4,0.244,328867,0.897,FALSE,0.00458,0.106,-2.402,1,0.0479,152.997,4,0.232
1.33e-5,0.406,46333,0.96,FALSE,0.87,0.182,-3.612,1,0.115,188.74,4,0.727
4.09e-4,0.534,150360,0.891,FALSE,6.63e-5,0.101,-2.599,1,0.0399,144.445,4,0.682
0.00443,0.434,376107,0.668,FALSE,0.116,0.111,-6.123,1,0.0985,143.18,4,0.0369
2.22e-4,0.335,102667,0.975,FALSE,0.391,0.142,-3.749,1,0.344,199.87,4,0.702
0.00531,0.498,376093,0.668,FALSE,0.0742,0.111,-6.18,1,0.0947,142.697,4,0.0365
0.00145,0.532,193587,0.98,FALSE,1.84e-4,0.0541,-3.123,1,0.0772,94.111,4,0.518
1.98e-5,0.461,156600,0.87,FALSE,0.0545,0.159,-2.724,1,0.0379,125.532,4,0.569
1.25e-4,0.395,217600,0.855,FALSE,0.0333,0.16,-3.001,1,0.0356,130.892,3,0.472
1.98e-4,0.473,114240,0.975,FALSE,0.203,0.254,-3.837,0,0.0411,92.745,4,0.932
4.01e-4,0.475,134907,0.872,TRUE,0.0247,0.118,-2.673,1,0.0415,154.569,4,0.284
0.00274,0.267,217133,0.931,TRUE,8.34e-5,0.316,-4.087,1,0.305,159.759,4,0.117
1.33e-5,0.406,46333,0.96,FALSE,0.87,0.182,-3.612,1,0.115,188.74,4,0.727
1.98e-5,0.461,156600,0.87,FALSE,0.0545,0.159,-2.724,1,0.0379,125.532,4,0.569
0.0324,0.46,215440,0.54,FALSE,0.0168,0.326,-5.132,1,0.0381,137.855,4,0.0506
1.74e-5,0.436,197307,0.888,TRUE,0.395,0.0989,-2.888,1,0.0347,115.616,4,0.234
2.01e-4,0.446,153773,0.953,FALSE,0.0241,0.357,-2.268,0,0.0989,120.013,4,0.232
0.0273,0.336,168200,0.983,FALSE,0.667,0.782,-3.102,1,0.0916,98.077,4,0.293
8.2e-5,0.306,249627,0.709,TRUE,0.00452,0.101,-3.593,1,0.0375,154.146,4,0.0436
0.00216,0.474,132733,0.994,TRUE,0.126,0.314,-1.884,1,0.103,171.433,4,0.847
0.0022,0.19,239867,0.979,FALSE,0,0.75,-1.472,0,0.0544,181.251,4,0.485
0.0131,0.345,175267,0.958,FALSE,1.01e-5,0.264,-3.284,1,0.082,87.149,4,0.147
0.0831,0.365,160493,0.939,FALSE,5.58e-5,0.0947,-3.523,1,0.0831,98.646,4,0.527
8.3e-4,0.207,200600,0.972,FALSE,0.0158,0.318,-3.21,0,0.186,180.798,4,0.364
2.22e-4,0.335,102667,0.975,FALSE,0.391,0.142,-3.749,1,0.344,199.87,4,0.702
8.79e-4,0.537,244107,0.831,FALSE,0.554,0.207,-5.564,1,0.0384,110.505,3,0.391
0.0448,0.305,216533,0.962,FALSE,0,0.37,-2.076,0,0.0988,158.618,4,0.0797
0.00104,0.501,127213,0.959,FALSE,0.238,0.303,-3.223,0,0.0649,94.644,4,0.8
0.00179,0.334,176693,0.903,TRUE,0.0118,0.0558,-3.812,1,0.209,70.621,4,0.487
3.31e-4,0.428,116893,0.88,FALSE,0.023,0.649,-2.392,1,0.0706,169.597,4,0.946
0.264,0.287,220267,0.818,FALSE,2.42e-6,0.12,-1.691,0,0.0384,153.004,4,0.174
0.0324,0.46,215440,0.54,FALSE,0.0168,0.326,-5.132,1,0.0381,137.855,4,0.0506
0.0136,0.356,163933,0.91,FALSE,0.00601,0.333,-4.85,1,0.141,177.962,4,0.063
1.74e-5,0.436,197307,0.888,TRUE,0.395,0.0989,-2.888,1,0.0347,115.616,4,0.234
2.38e-4,0.29,205800,0.937,TRUE,0.0589,0.317,-3.557,1,0.137,148.357,4,0.408
0.00435,0.354,176213,0.777,FALSE,0,0.547,-4.753,0,0.0485,174.751,4,0.393
0.0172,0.485,201173,0.979,FALSE,9.48e-5,0.102,-3.231,1,0.134,99.658,4,0.355
0.00167,0.451,153800,0.889,TRUE,0.00215,0.258,-2.693,1,0.261,131.073,4,0.586
0.00157,0.461,225907,0.676,FALSE,8.08e-5,0.177,-4.025,1,0.0661,147.046,4,0.452
4.93e-4,0.492,162680,0.853,FALSE,0.159,0.111,-3.582,1,0.0323,89.022,4,0.527
0.712,0.528,63667,0.159,FALSE,2.99e-4,0.223,-16.942,1,0.0353,129.684,4,0.194
5.68e-4,0.307,147653,0.956,TRUE,9.79e-4,0.514,-2.901,1,0.223,138.411,4,0.519
0.00511,0.349,186467,0.97,FALSE,3.4e-6,0.0433,-2.874,1,0.0892,159.785,4,0.299
0.0279,0.458,211333,0.958,TRUE,0,0.108,-2.331,1,0.0854,142.706,4,0.589
7.74e-4,0.524,162600,0.818,TRUE,0.504,0.102,-4.614,1,0.0942,103.019,4,0.432
1.67e-4,0.39,205800,0.931,TRUE,0.0578,0.338,-3.583,1,0.153,74.252,4,0.383
0.00216,0.474,132733,0.994,TRUE,0.126,0.314,-1.884,1,0.103,171.433,4,0.847
0.0022,0.263,151733,0.89,TRUE,0.00348,0.306,-2.913,1,0.177,190.389,4,0.286
8.6e-4,0.48,109133,0.918,TRUE,0.64,0.381,-5.3,1,0.0674,92.926,4,0.594
0.598,0.295,320693,0.797,FALSE,4.27e-4,0.125,-3.193,0,0.0301,150.301,4,0.107
7.74e-4,0.524,162600,0.818,TRUE,0.504,0.102,-4.614,1,0.0942,103.019,4,0.432
6.83e-5,0.369,193627,0.933,FALSE,0.398,0.528,-2.853,1,0.0349,146.81,4,0.521
2.77e-4,0.415,218947,0.871,FALSE,0.00305,0.208,-4.097,1,0.0551,117.274,3,0.492
1.21e-4,0.29,201907,0.775,FALSE,0.00281,0.186,-3.03,1,0.0359,86.712,4,0.212
0.0229,0.333,168227,0.983,FALSE,0.578,0.765,-3.091,1,0.095,97.487,4,0.329
0.00169,0.275,178893,0.96,TRUE,0.0164,0.964,-2.049,0,0.094,138.072,4,0.243
2.78e-4,0.493,126413,0.965,FALSE,3.87e-4,0.404,-4.178,1,0.0405,95.234,4,0.93
0.0173,0.611,143627,0.795,FALSE,0,0.116,-3.428,1,0.04,95.759,4,0.383
5.36e-4,0.488,109133,0.919,TRUE,0.635,0.379,-5.274,1,0.0787,93.158,4,0.644
1.06e-4,0.421,240120,0.898,FALSE,0.00469,0.0946,-4.152,1,0.0581,118.107,3,0.656
0.00347,0.269,218267,0.939,TRUE,1.87e-4,0.318,-4.031,1,0.299,159.436,4,0.114
2.16e-4,0.531,103067,0.975,FALSE,0.266,0.126,-3.724,1,0.139,99.084,4,0.683
0.16,0.414,164160,0.905,TRUE,0,0.4,-2.823,1,0.103,193.655,4,0.496
0.552,0.475,201200,0.477,FALSE,0.00729,0.133,-7.527,0,0.0266,129.006,4,0.227
2.01e-4,0.446,153773,0.953,FALSE,0.0241,0.357,-2.268,0,0.0989,120.013,4,0.232
4.09e-4,0.534,150360,0.891,FALSE,6.63e-5,0.101,-2.599,1,0.0399,144.445,4,0.682
0.00128,0.197,178867,0.953,TRUE,0.006,0.962,-2.091,1,0.114,67.934,4,0.251
0.00443,0.434,376107,0.668,FALSE,0.116,0.111,-6.123,1,0.0985,143.18,4,0.0369
8.2e-5,0.306,249627,0.709,TRUE,0.00452,0.101,-3.593,1,0.0375,154.146,4,0.0436
4.6e-4,0.377,131707,0.99,TRUE,5.86e-6,0.259,-1.594,1,0.0611,110.706,4,0.761
8.92e-4,0.533,244093,0.834,FALSE,0.532,0.197,-5.525,0,0.0369,110.543,3,0.355
2.71e-4,0.516,126307,0.897,FALSE,0.468,0.164,-2.451,1,0.0582,154.852,4,0.579
8.45e-4,0.269,176867,0.967,FALSE,0,0.0541,-2.744,1,0.0964,162.804,4,0.598
2.38e-4,0.29,205800,0.937,TRUE,0.0589,0.317,-3.557,1,0.137,148.357,4,0.408
0.0016,0.51,228027,0.944,FALSE,1.11e-4,0.0687,-2.174,1,0.0768,140.043,4,0.44
8.6e-4,0.48,109133,0.918,TRUE,0.64,0.381,-5.3,1,0.0674,92.926,4,0.594
0.00187,0.446,153800,0.89,TRUE,0.00109,0.266,-2.74,1,0.25,131.083,4,0.571
6.78e-4,0.271,178000,0.983,TRUE,0,0.19,-2.513,1,0.0617,93.284,4,0.547
1.26e-4,0.626,188600,0.791,TRUE,0.0219,0.439,-2.734,1,0.0721,133.204,4,0.433
