Acousticness,Danceability,Duration,Energy,Explicit,Instrumentalness,Liveness,Loudness,Mode,Speechiness,Tempo,TimeSignature,Valence
1.42e-4,0.383,90280,0.994,FALSE,2.47e-6,0.0414,-3.688,1,0.0474,160.639,4,0.884
0.0133,0.365,145733,0.854,FALSE,0,0.0564,-3.855,1,0.0756,125.887,4,0.665
6.38e-4,0.245,145333,0.996,FALSE,8.61e-6,0.0743,-2.8,1,0.165,172.371,4,0.519
0.149,0.581,138933,0.785,TRUE,0,0.286,-4.761,1,0.0789,136.485,4,0.721
1.49e-5,0.238,135000,0.951,TRUE,0.0982,0.129,-4.655,1,0.272,179.323,4,0.458
0.128,0.534,298733,0.425,FALSE,0,0.14,-5.917,1,0.0272,132.041,4,0.0742
0.971,0.683,96000,0.341,FALSE,0.00516,0.138,-12.278,0,0.11,88.668,4,0.839
8.69e-6,0.384,203333,0.97,FALSE,0.916,0.155,-4.426,0,0.0403,135.274,4,0.643
0.00176,0.206,144627,0.99,FALSE,8.07e-5,0.335,-3.565,1,0.13,187.433,4,0.666
6.26e-4,0.144,165840,0.978,FALSE,4.35e-4,0.312,-4.183,0,0.164,188.016,4,0.463
5.36e-6,0.227,141440,0.985,TRUE,2.57e-6,0.0621,-4.451,0,0.0905,172.726,4,0.606
0.00199,0.465,174427,0.975,FALSE,1.19e-5,0.133,-3.186,0,0.0613,182.002,4,0.841
0.00168,0.41,132080,0.994,TRUE,1.57e-4,0.308,-3.485,1,0.0815,169.755,4,0.597
3.31e-4,0.379,110267,0.955,FALSE,2.17e-6,0.756,-3.125,1,0.0483,142.678,4,0.732
0.00583,0.217,173987,0.991,FALSE,4.87e-5,0.501,-2.231,1,0.14,178.62,4,0.603
0.0078,0.14,213120,0.996,TRUE,0,0.952,-3.325,1,0.159,193.826,4,0.341
0.00369,0.62,152360,0.866,FALSE,0.00868,0.346,-5.543,1,0.0318,122.014,4,0.745
0.0116,0.312,234640,0.991,FALSE,5.44e-6,0.389,-4.281,1,0.0742,125.021,4,0.522
0.164,0.448,179800,0.975,TRUE,0,0.757,-4.586,1,0.0474,100.975,4,0.64
0.0108,0.256,266107,0.955,TRUE,0,0.565,-3.605,1,0.145,176.941,4,0.66
2.41e-4,0.37,224133,0.96,FALSE,0.0116,0.0563,-4.162,0,0.0378,89.428,4,0.717
5.94e-4,0.362,478720,0.816,FALSE,0,0.312,-4.607,1,0.0573,130.002,4,0.48
0.0013,0.253,259640,0.826,FALSE,1.6e-6,0.0735,-4.654,0,0.0309,164.228,4,0.424
7.4e-5,0.437,183147,0.988,FALSE,3.38e-4,0.599,-3.174,1,0.0727,175.976,4,0.625
0.0034,0.522,187827,0.988,TRUE,0,0.0826,-3.142,1,0.0831,181.926,4,0.58
5.74e-4,0.409,237453,0.938,FALSE,0.0233,0.341,-4.919,1,0.149,135.429,4,0.509
3.01e-5,0.254,90227,0.995,TRUE,4.14e-5,0.0392,-3.068,1,0.0669,159.336,4,0.843
0.00666,0.561,204080,0.956,FALSE,6.43e-6,0.359,-4.045,1,0.041,99.473,4,0.796
0.0433,0.465,237720,0.719,FALSE,0,0.316,-7.578,1,0.0743,173.865,4,0.393
0.751,0.687,144693,0.303,FALSE,0,0.128,-8.398,1,0.0321,127.668,4,0.705
0.114,0.741,248133,0.565,FALSE,0,0.205,-5.448,0,0.108,134.129,4,0.892
0.306,0.576,240333,0.911,FALSE,0,0.434,-5.318,0,0.064,149.998,4,0.401
0.689,0.411,223613,0.57,FALSE,0,0.173,-10.54,0,0.0707,127.827,4,0.335
0.0766,0.71,234933,0.712,FALSE,0,0.105,-4.339,1,0.0383,125.977,4,0.552
0.337,0.773,196613,0.529,FALSE,0,0.119,-5.256,1,0.0297,112.467,3,0.478
0.0654,0.717,202627,0.618,FALSE,0,0.0978,-4.238,1,0.0325,121.225,4,0.786
0.00346,0.714,220920,0.809,FALSE,0,0.227,-5.138,1,0.0267,129.966,4,0.588
0.0114,0.63,223333,0.884,FALSE,1.16e-6,0.203,-4.67,0,0.338,126.977,4,0.304
0.053900000000000003,0.64,275040,0.501,FALSE,0,0.108,-6.838,0,0.0312,134.018,4,0.353
0.00579,0.575,239867,0.896,FALSE,0.00217,0.318,-4.6,0,0.103,123.938,4,0.44
0.0631,0.691,215867,0.853,FALSE,7.13e-5,0.082,-2.528,0,0.0372,145.999,4,0.762
0.432,0.543,245760,0.718,FALSE,0,0.437,-4.795,1,0.0268,82.003,4,0.155
0.354,0.327,234680,0.542,FALSE,0,0.35,-6.665,1,0.0412,85.593,4,0.357
0.213,0.658,248680,0.658,FALSE,0,0.0486,-6.477,1,0.0268,116.961,4,0.485
0.483,0.341,219347,0.666,FALSE,0,0.194,-5.733,0,0.065,121.974,4,0.359
0.0457,0.435,242520,0.744,FALSE,4.21e-6,0.123,-5.097,0,0.0607,139.2,4,0.199
0.827,0.778,203800,0.36,FALSE,0,0.104,-10.656,1,0.0462,124.911,4,0.738
0.0427,0.314,199947,0.611,FALSE,6.28e-5,0.184,-6.691,0,0.129,191.447,4,0.0604
0.827,0.443,220973,0.372,FALSE,0,0.111,-6.813,1,0.0384,151.335,4,0.63
0.915,0.416,234787,0.301,FALSE,0,0.111,-9.217,1,0.0619,75.922,4,0.494
0.0233,0.639,204187,0.57,FALSE,0,0.329,-4.966,1,0.042,92.073,4,0.728
0.67,0.504,218093,0.481,FALSE,0,0.163,-10.775,1,0.0329,148.91,4,0.581
0.159,0.58,229107,0.75,FALSE,0,0.274,-4.421,1,0.194,86.938,4,0.728
0.106,0.816,215453,0.691,FALSE,0,0.078,-6.278,1,0.0474,129.968,4,0.759
0.913,0.453,210347,0.25,FALSE,1.09e-6,0.192,-10.89,1,0.0299,98.684,4,0.461
0.837,0.457,317200,0.494,FALSE,0,0.434,-6.813,0,0.0368,123.235,4,0.454
0.498,0.658,182947,0.56,FALSE,0,0.0794,-9.049,0,0.0467,161.994,4,0.854
0.227,0.655,248920,0.66,FALSE,0,0.0549,-6.544,1,0.0274,116.959,4,0.45
0.0865,0.605,200787,0.768,FALSE,0,0.308,-3.724,0,0.0476,100.209,4,0.414
0.0255,0.736,199227,0.794,FALSE,0,0.322,-6.178,0,0.077,113,4,0.854
0.958,0.286,169067,0.0346,FALSE,0,0.115,-18.395,1,0.0404,77.386,1,0.172
0.751,0.618,215813,0.417,FALSE,0,0.0873,-8.512,0,0.0296,123.65,4,0.666
0.289,0.369,242813,0.556,FALSE,0,0.111,-6.54,1,0.121,157.873,4,0.424
0.0535,0.582,256800,0.694,FALSE,0,0.12,-4.396,1,0.055,176.047,4,0.643
0.00939,0.729,191573,0.868,FALSE,0,0.283,-3.319,1,0.0609,124.957,4,0.632
0.0309,0.568,237293,0.878,FALSE,4.26e-6,0.213,-5.094,1,0.0933,171.723,4,0.725
0.00541,0.699,191173,0.505,FALSE,0,0.0703,-5.796,1,0.0502,129.873,4,0.142
0.587,0.803,189653,0.356,FALSE,0,0.16,-9.026,0,0.0326,106.952,4,0.738
0.768,0.552,221693,0.311,FALSE,0,0.089,-9.186,0,0.0347,135.497,4,0.464
0.0494,0.73,213973,0.848,FALSE,0,0.133,-5.262,0,0.101,65.025,4,0.559
0.233,0.298,251187,0.779,FALSE,0,0.215,-5.134,1,0.0942,174.034,4,0.47
0.841,0.747,187680,0.283,FALSE,0,0.0979,-8.995,0,0.111,89.74,4,0.627
0.0122,0.641,223867,0.718,TRUE,0,0.0857,-6.954,0,0.0559,122.986,4,0.508
0.01,0.825,247680,0.689,FALSE,1.37e-5,0.145,-6.779,0,0.0413,110.997,4,0.3
0.847,0.61,175200,0.207,FALSE,0,0.152,-11.877,1,0.0319,94.525,4,0.687
0.856,0.607,233720,0.376,FALSE,0,0.285,-9.954,1,0.453,102.541,4,0.545
0.179,0.715,222960,0.69,FALSE,0,0.131,-6.279,0,0.0531,89.991,4,0.469
0.79,0.553,179373,0.33,FALSE,0,0.156,-9.852,1,0.0347,125.667,4,0.732
0.398,0.536,245760,0.727,FALSE,0,0.434,-4.861,1,0.0269,82.032,4,0.205
0.0565,0.802,223000,0.761,FALSE,0,0.175,-4,1,0.0462,96.963,4,0.734
0.226,0.78,197800,0.748,FALSE,0,0.352,-2.863,0,0.121,104.075,4,0.884
0.115,0.649,286853,0.611,FALSE,0,0.293,-6.865,1,0.22,148.952,3,0.524
0.0807,0.571,229467,0.873,FALSE,0,0.361,-3.382,0,0.0997,139.691,4,0.613
0.166,0.78,197800,0.733,FALSE,0,0.341,-2.851,0,0.112,104.086,4,0.895
0.123,0.576,227960,0.771,FALSE,0,0.45,-4.168,1,0.191,86.828,4,0.691
0.238,0.563,202960,0.763,FALSE,0,0.141,-3.984,0,0.268,79.079,4,0.589
0.5,0.356,231413,0.707,FALSE,4.36e-5,0.232,-7.546,0,0.099,136.25,5,0.506
0.147,0.617,208120,0.8,FALSE,0,0.0852,-5.024,0,0.0654,94.985,4,0.42
0.0472,0.581,256800,0.681,FALSE,0,0.104,-4.469,1,0.0435,176.034,4,0.634
0.898,0.416,134347,0.258,FALSE,2.06e-6,0.147,-8.489,1,0.0333,116.599,4,0.532
0.198,0.533,232720,0.627,FALSE,0,0.182,-5.584,1,0.0333,139.919,4,0.263
0.143,0.519,222560,0.854,FALSE,0,0.171,-5.71,1,0.113,159.805,4,0.508
0.159,0.58,229107,0.75,FALSE,0,0.274,-4.421,1,0.194,86.938,4,0.728
0.151,0.577,229107,0.779,FALSE,0,0.471,-4.404,1,0.221,86.985,4,0.716
0.217,0.478,192160,0.63,FALSE,0,0.111,-8.032,1,0.0518,84.822,4,0.324
0.00205,0.66,264400,0.802,FALSE,0,0.399,-4.856,1,0.0373,103.164,4,0.62
0.126,0.594,213560,0.879,FALSE,6.32e-6,0.151,-5.586,0,0.0715,80.994,4,0.799
0.439,0.523,173040,0.465,FALSE,0,0.22,-8.569,0,0.0328,100.668,4,0.263
0.108,0.709,234933,0.699,FALSE,0,0.107,-4.262,1,0.042,125.931,4,0.546
0.0215,0.675,145680,0.509,FALSE,0,0.221,-6.839,0,0.0425,81.981,4,0.312
0.45,0.265,215160,0.436,FALSE,0,0.102,-9.542,0,0.0411,69.047,4,0.159
0.203,0.48,251187,0.79,FALSE,0,0.118,-5.214,1,0.0501,173.907,4,0.468
0.0094,0.697,230107,0.705,FALSE,6.61e-6,0.105,-5.032,1,0.031,123.223,4,0.57
0.603,0.598,156173,0.347,FALSE,0,0.192,-8.637,1,0.0433,119.676,4,0.73
0.0443,0.718,202627,0.605,FALSE,0,0.0962,-4.24,1,0.0307,121.236,4,0.818
0.0808,0.542,212920,0.89,FALSE,4.05e-6,0.111,-5.179,1,0.0675,163.958,4,0.71
0.0137,0.646,222333,0.52,FALSE,0,0.275,-7.289,1,0.0412,68.517,4,0.328
0.521,0.638,206800,0.516,FALSE,0,0.317,-8.575,1,0.0289,100.02,4,0.42
0.987,0.425,199800,0.156,FALSE,5.13e-5,0.16,-14.365,1,0.0486,166.877,4,0.551
0.21,0.547,232733,0.607,FALSE,0,0.169,-5.737,1,0.0319,139.951,4,0.23
0.0272,0.647,216747,0.758,FALSE,0,0.292,-6.584,0,0.0599,104.969,4,0.838
0.15,0.718,222960,0.709,FALSE,0,0.156,-6.354,0,0.0465,90.026,4,0.452
0.104,0.737,212573,0.655,FALSE,0,0.184,-5.995,0,0.0311,104.014,4,0.89
0.0228,0.558,208533,0.764,FALSE,0,0.443,-3.988,0,0.0823,128.389,4,0.362
0.00939,0.729,191573,0.868,FALSE,0,0.283,-3.319,1,0.0609,124.957,4,0.632
0.0544,0.656,214240,0.841,FALSE,0,0.122,-5.183,0,0.232,65.024,4,0.522
0.271,0.539,204400,0.628,FALSE,0,0.112,-6.502,1,0.0312,140.024,4,0.493
0.761,0.31,309893,0.589,FALSE,0,0.347,-5.169,0,0.0735,176.483,4,0.399
0.0879,0.538,244907,0.818,FALSE,1.39e-6,0.0971,-6.147,0,0.0586,127.101,4,0.198
0.282,0.563,254213,0.609,FALSE,0,0.105,-5.795,0,0.169,117.944,4,0.491
0.0358,0.717,171333,0.55,FALSE,0.00196,0.126,-6.019,0,0.0521,96.976,4,0.332
0.0472,0.581,256800,0.681,FALSE,0,0.104,-4.469,1,0.0435,176.034,4,0.634
0.0207,0.657,185560,0.679,FALSE,3.15e-6,0.198,-8.606,0,0.0361,94.493,4,0.416
0.713,0.786,224107,0.379,FALSE,0.0604,0.0936,-9.601,0,0.0333,109.944,4,0.735
0.384,0.484,249067,0.461,FALSE,0,0.0724,-6.18,1,0.0289,139.688,4,0.0755
0.424,0.716,198760,0.585,FALSE,0,0.247,-6.061,0,0.0284,89.92,4,0.319
0.432,0.543,245760,0.718,FALSE,0,0.437,-4.795,1,0.0268,82.003,4,0.155
0.019,0.689,244547,0.816,FALSE,2.42e-6,0.181,-3.951,0,0.178,127.958,4,0.775
0.0132,0.719,227760,0.804,FALSE,3.02e-6,0.139,-4.581,1,0.0355,119.999,4,0.605
8.12e-4,0.691,227333,0.795,FALSE,1.02e-6,0.156,-4.021,0,0.0355,133.971,4,0.876
0.0196,0.805,423053,0.704,FALSE,0,0.124,-1.878,1,0.0417,131.017,4,0.727
0.0814,0.446,237733,0.8,FALSE,0,0.199,-5.404,1,0.174,189.89,4,0.474
0.0224,0.623,224216,0.836,FALSE,0,0.078,-4.788,0,0.0846,126.025,4,0.386
0.139,0.638,227880,0.826,FALSE,0,0.0803,-4.968,1,0.0479,124.072,4,0.649
0.103,0.557,247627,0.584,FALSE,0,0.311,-6.275,1,0.0375,116.098,4,0.22
0.0843,0.511,220933,0.681,FALSE,6.73e-6,0.503,-5.103,1,0.0359,160.035,4,0.555
0.0364,0.552,203362,0.624,FALSE,0,0.123,-5.372,1,0.0399,124.99,4,0.338
0.00223,0.699,179640,0.76,FALSE,0,0.132,-3.173,1,0.0677,129.996,4,0.696
0.0028,0.685,238747,0.828,FALSE,5.5e-6,0.685,-3.457,0,0.0347,126.035,4,0.781
0.384,0.576,232675,0.626,FALSE,0,0.108,-6.004,1,0.0445,142.912,4,0.431
0.27,0.618,231631,0.645,FALSE,0,0.0645,-7.937,1,0.0617,96.016,4,0.412
0.00125,0.652,230733,0.812,FALSE,3.01e-5,0.667,-3.797,0,0.0409,126.023,4,0.72
0.0101,0.536,264213,0.651,FALSE,0,0.784,-5.828,0,0.148,159.833,4,0.266
0.0242,0.701,240760,0.675,FALSE,0,0.141,-5.902,0,0.0406,110.043,4,0.259
0.00241,0.596,212280,0.896,FALSE,0,0.0913,-2.946,1,0.0945,121.957,4,0.62
0.00122,0.651,230720,0.815,FALSE,1.36e-5,0.658,-3.827,0,0.0434,126.025,4,0.721
0.0012,0.524,199187,0.878,FALSE,0,0.098,-3.108,0,0.0346,130.989,4,0.59
0.0201,0.715,223560,0.783,FALSE,6.84e-4,0.104,-6.146,1,0.0785,141.558,4,0.459
0.0698,0.797,348533,0.961,FALSE,0.00482,0.329,-5.043,1,0.212,128.901,4,0.352
0.00241,0.596,212280,0.896,FALSE,0,0.0913,-2.946,1,0.0945,121.957,4,0.62
0.0516,0.652,214960,0.703,TRUE,0,0.0521,-5.632,1,0.0994,134.066,4,0.485
8.02e-4,0.688,227333,0.792,FALSE,0,0.2,-4.023,0,0.0353,133.961,4,0.864
0.0184,0.839,242520,0.705,TRUE,1.77e-5,0.102,-5.194,0,0.0445,119.954,4,0.575
0.0203,0.69,204285,0.636,FALSE,0,0.147,-6.028,0,0.0457,96,4,0.8
0.0219,0.808,423053,0.691,FALSE,0,0.133,-1.874,1,0.0408,131.009,4,0.737
0.0109,0.617,198347,0.887,FALSE,0,0.228,-3.191,1,0.0943,149.97,4,0.855
0.0643,0.74,211240,0.792,FALSE,0,0.806,-6.095,1,0.0333,129.999,4,0.604
0.0324,0.723,248533,0.645,FALSE,0,0.131,-6.392,1,0.0402,119.989,4,0.487
0.13,0.799,227813,0.794,FALSE,8.23e-5,0.221,-5.834,1,0.0628,106.031,4,0.524
0.00167,0.431,246410,0.803,FALSE,0,0.331,-4.459,1,0.0364,147.048,4,0.309
0.514,0.574,248173,0.474,FALSE,2.51e-6,0.0848,-7.526,1,0.0564,120.042,4,0.23
4.17e-4,0.678,216160,0.918,FALSE,0,0.0744,-4.63,1,0.0355,130.028,4,0.769
0.00446,0.791,234653,0.754,FALSE,0,0.163,-3.729,1,0.0569,125.014,4,0.425
0.348,0.59,228653,0.565,TRUE,0,0.109,-7.231,1,0.0484,131.76,4,0.0519
0.0506,0.619,181907,0.557,FALSE,0,0.826,-8.003,1,0.0308,116.809,4,0.402
0.0502,0.816,231933,0.751,TRUE,0,0.166,-3.132,1,0.0421,139.981,4,0.945
0.102,0.478,299053,0.417,FALSE,1.18e-5,0.716,-7.458,1,0.0292,180.039,4,0.252
0.0563,0.825,231920,0.759,TRUE,0,0.202,-3.121,1,0.0427,139.975,4,0.942
0.0816,0.488,250587,0.62,FALSE,0,0.659,-7.478,0,0.114,128.733,4,0.168
0.00591,0.696,272881,0.784,TRUE,0,0.0834,-3.932,1,0.0788,134.942,4,0.753
0.118,0.774,226598,0.769,FALSE,0,0.0938,-3.798,1,0.0929,112.943,4,0.244
0.019,0.72,223547,0.78,FALSE,7.95e-4,0.105,-6.101,0,0.0747,141.571,4,0.488
0.0246,0.712,267311,0.838,FALSE,1.01e-6,0.0646,-5.912,1,0.0859,104.014,3,0.281
0.00266,0.397,228879,0.725,FALSE,0,0.208,-4.862,1,0.043,128.861,4,0.358
0.0162,0.719,227741,0.798,FALSE,2.34e-6,0.134,-4.582,1,0.0361,120.011,4,0.591
0.00803,0.701,272920,0.788,FALSE,0,0.0833,-4.051,0,0.0881,134.919,4,0.795
0.688,0.444,267476,0.367,FALSE,0,0.11,-7.987,1,0.0302,162.785,4,0.217
0.869,0.403,241333,0.48,FALSE,2.72e-6,0.111,-7.79,1,0.0975,182.756,4,0.253
0.397,0.324,278333,0.504,FALSE,0,0.113,-6.844,1,0.0339,144.086,4,0.156
0.0324,0.586,203133,0.561,FALSE,0,0.107,-6.594,0,0.0825,161.899,4,0.446
0.76,0.629,279280,0.18,FALSE,0,0.117,-11.707,0,0.034,111.935,4,0.249
0.00153,0.605,203093,0.795,FALSE,0,0.207,-6.086,0,0.0712,139.896,4,0.263
0.0679,0.457,228693,0.689,FALSE,0,0.114,-5.408,1,0.0883,179.783,4,0.669
3.26e-4,0.563,205720,0.92,FALSE,0,0.0742,-3.075,1,0.0544,128.287,4,0.448
7.95e-5,0.706,220227,0.841,FALSE,0,0.0688,-3.956,1,0.0418,132.032,4,0.861
0.00314,0.645,215672,0.585,FALSE,0,0.165,-6.122,1,0.0513,131.931,4,0.353
0.816,0.415,264400,0.253,TRUE,0,0.0936,-9.998,1,0.0361,111.652,4,0.205
0.00165,0.68,251956,0.829,FALSE,0,0.114,-3.997,1,0.037,115.012,4,0.617
0.00796,0.645,263178,0.606,FALSE,0,0.0751,-7.157,1,0.0301,126.008,4,0.369
0.00064899999999999995,0.573,176762,0.94,FALSE,0,0.0797,-3.084,0,0.0532,132.29,4,0.38
0.0213,0.603,206373,0.872,FALSE,0,0.366,-5.404,0,0.0792,150.104,4,0.691
0.00302,0.621,240120,0.788,FALSE,2.38e-4,0.0311,-5.642,1,0.0436,94.004,4,0.607
0.00225,0.544,224840,0.897,FALSE,0,0.169,-2.927,1,0.0614,149.96,4,0.571
0.697,0.714,259040,0.434,FALSE,0,0.0919,-11.542,1,0.0396,123.942,4,0.352
0.881,0.402,241333,0.479,FALSE,2.75e-6,0.111,-7.75,1,0.0916,183.013,4,0.257
0.0368,0.558,226467,0.609,TRUE,1.05e-6,0.0779,-4.717,0,0.0928,142.139,4,0.377
0.139,0.638,227880,0.826,FALSE,0,0.0803,-4.968,1,0.0479,124.072,4,0.649
0.0401,0.647,217427,0.883,FALSE,1.45e-6,0.117,-4.263,0,0.052,78.984,4,0.587
0.0172,0.615,229573,0.877,FALSE,0,0.366,-5.217,1,0.174,151.6,4,0.778
0.00735,0.7,272920,0.775,TRUE,0,0.082,-3.94,1,0.0809,134.932,4,0.751
0.0356,0.569,250507,0.614,TRUE,1.75e-4,0.106,-8.808,0,0.0566,119.764,4,0.122
0.0038,0.788,234653,0.753,FALSE,0,0.18,-3.71,1,0.0536,125.005,4,0.403
0.00429,0.787,234653,0.756,FALSE,0,0.159,-3.718,1,0.0565,125.002,4,0.419
0.0452,0.836,231920,0.756,FALSE,0,0.114,-3.153,1,0.0429,139.97,4,0.942
0.0178,0.602,206373,0.863,FALSE,0,0.389,-5.423,0,0.0773,150.183,4,0.732
0.0132,0.719,227787,0.804,FALSE,3.02e-6,0.139,-4.581,1,0.0355,119.999,4,0.605
0.223,0.58,234280,0.48,FALSE,0,0.113,-8.075,1,0.0321,123.801,4,0.262
3.54e-4,0.667,216160,0.922,FALSE,0,0.0867,-4.645,1,0.0353,130.01,4,0.761
0.318,0.636,197840,0.607,FALSE,7.51e-4,0.094,-6.895,0,0.064,120.063,4,0.165
8.02e-4,0.687,227333,0.792,FALSE,0,0.2,-4.023,0,0.0353,133.962,4,0.864
0.141,0.638,227893,0.832,FALSE,0,0.113,-5.039,1,0.049,124.071,4,0.648
0.0879,0.719,215042,0.674,FALSE,3.75e-6,0.112,-5.122,1,0.0681,125.98,4,0.843
0.127,0.559,247627,0.577,FALSE,0,0.31,-6.279,1,0.0381,116.126,4,0.219
0.00144,0.631,222449,0.908,FALSE,0,0.23,-4.842,0,0.0391,128.027,4,0.821
0.00526,0.726,251400,0.63,FALSE,3.54e-4,0.0679,-8.249,1,0.0504,131.966,4,0.763
0.0193,0.571,197013,0.836,FALSE,0,0.46,-4.507,1,0.0811,138.947,4,0.628
0.00125,0.649,230747,0.815,FALSE,4.31e-5,0.671,-3.796,0,0.0415,126.03,4,0.765
0.0635,0.624,275889,0.748,FALSE,2.28e-6,0.104,-5.117,0,0.029,104.992,4,0.435
0.0951,0.724,234504,0.673,FALSE,0,0.0844,-4.348,1,0.0335,95.98,4,0.509
0.351,0.703,229413,0.567,TRUE,1.07e-4,0.143,-6.378,0,0.0448,134.004,4,0.247
0.00364,0.685,238747,0.86,FALSE,8.68e-6,0.686,-3.442,0,0.0374,126.017,4,0.745
0.0278,0.514,227821,0.817,FALSE,0,0.137,-4.269,0,0.0482,129.98,4,0.548
0.0324,0.723,248533,0.645,FALSE,0,0.131,-6.392,1,0.0402,119.989,4,0.487
0.00487,0.554,223546,0.772,FALSE,6.6e-6,0.354,-4.821,0,0.0418,179.984,4,0.455
0.00708,0.687,221613,0.793,TRUE,0,0.375,-5.461,1,0.0895,112.057,4,0.622
0.0749,0.514,220947,0.683,FALSE,2.64e-6,0.392,-5.099,1,0.0367,159.814,4,0.575
0.678,0.712,259040,0.44,FALSE,0,0.0924,-11.566,1,0.0413,123.958,4,0.312
0.0132,0.638,198680,0.644,FALSE,1.37e-5,0.119,-4.5,0,0.0319,112.039,4,0.412
0.361,0.257,490747,0.824,FALSE,4.02e-5,0.513,-5.039,1,0.0745,164.391,4,0.353
0.0152,0.728,231173,0.62,FALSE,0,0.227,-3.735,1,0.0308,110.023,4,0.453
0.0168,0.711,196920,0.881,FALSE,0,0.112,-2.772,0,0.0333,119.981,4,0.811
0.0165,0.61,152800,0.93,FALSE,0,0.0585,-1.872,0,0.0633,154.862,4,0.971
0.148,0.782,232560,0.625,TRUE,0,0.0956,-5.34,1,0.0685,118.025,4,0.314
0.324,0.477,186307,0.613,FALSE,0,0.129,-3.238,1,0.0279,159.811,4,0.381
0.167,0.566,270733,0.819,FALSE,0,0.187,-5.951,1,0.104,164.004,4,0.708
0.284,0.501,203453,0.704,FALSE,0,0.155,-5.64,1,0.0326,97.039,4,0.27
0.0353,0.226,379013,0.87,FALSE,0,0.397,-6.907,1,0.0512,201.099,4,0.481
0.0121,0.714,201253,0.762,FALSE,0,0.299,-4.459,0,0.0459,128.07,4,0.633
0.00433,0.772,198787,0.801,FALSE,1.53e-6,0.105,-3.062,1,0.0363,106.008,4,0.9
0.102,0.494,267733,0.582,FALSE,0,0.0798,-4.769,1,0.0266,82.025,4,0.416
0.0486,0.79,189947,0.771,FALSE,0,0.18,-5.15,0,0.0321,129.046,4,0.955
0.568,0.851,235545,0.541,TRUE,0,0.13,-6.825,1,0.0505,124.959,4,0.448
0.343,0.46,186307,0.622,FALSE,0,0.124,-3.239,1,0.0293,79.81,4,0.321
0.545,0.641,235680,0.53,TRUE,0,0.127,-6.859,1,0.103,60.082,4,0.475
9.2e-4,0.753,180293,0.822,FALSE,2.16e-4,0.141,-4.301,0,0.0386,117.961,4,0.94
0.377,0.781,214267,0.623,FALSE,0,0.0989,-6.098,1,0.0807,100.079,4,0.428
0.558,0.316,236867,0.324,FALSE,0,0.0793,-7.71,1,0.0323,102.077,4,0.302
0.0105,0.606,300053,0.801,FALSE,0,0.104,-6.241,1,0.0838,95.019,4,0.426
0.393,0.611,221772,0.77,FALSE,0,0.739,-4.397,1,0.0401,90.034,4,0.545
0.0549,0.749,239440,0.531,FALSE,0,0.237,-6.636,1,0.0324,97.022,4,0.317
0.243,0.728,226320,0.593,FALSE,0,0.112,-7.544,1,0.0386,97.002,4,0.419
0.00918,0.651,192853,0.792,FALSE,0,0.103,-4.702,0,0.0395,86.453,4,0.733
0.0555,0.683,137067,0.969,FALSE,0,0.128,-2.501,0,0.0704,143.955,4,0.971
0.00296,0.659,255267,0.583,FALSE,1.36e-6,0.0984,-2.763,1,0.0375,168.002,4,0.377
0.14,0.693,234308,0.717,TRUE,0,0.0464,-6.346,0,0.107,99.836,4,0.412
0.0492,0.446,251693,0.728,FALSE,0,0.0316,-5.663,1,0.0463,79.648,4,0.562
0.0596,0.706,257133,0.713,FALSE,0,0.132,-5.512,0,0.0301,102.037,4,0.544
0.0373,0.463,190347,0.658,FALSE,0,0.047,-4.228,0,0.125,83.914,4,0.868
0.0183,0.551,319120,0.832,FALSE,6.09e-4,0.0751,-6.186,0,0.0354,100.987,4,0.547
0.105,0.608,196707,0.817,FALSE,0,0.247,-4.207,1,0.0296,117.373,4,0.47
0.0162,0.291,421027,0.842,FALSE,0,0.328,-5.073,1,0.0474,113.075,4,0.592
0.144,0.653,216933,0.547,FALSE,4.49e-6,0.088,-6.631,1,0.0329,103.047,4,0.118
0.00193,0.468,270853,0.814,FALSE,0,0.343,-3.773,1,0.0334,119.994,4,0.425
0.0339,0.438,269693,0.846,FALSE,0.00724,0.938,-6.996,1,0.0966,121.859,4,0.416
0.0205,0.742,189960,0.713,FALSE,0,0.059,-5.522,0,0.0303,120.032,4,0.879
0.0694,0.6,230720,0.752,FALSE,0,0.124,-5.389,1,0.0581,155.015,4,0.628
0.188,0.796,688733,0.812,FALSE,0.0517,0.417,-6.689,0,0.0571,116.977,4,0.441
0.0297,0.522,269920,0.86,FALSE,0,0.387,-5.164,0,0.031,94.95,4,0.219
0.0631,0.522,268280,0.953,FALSE,1.08e-6,0.981,-5.999,0,0.112,120.994,4,0.361
0.0175,0.412,415359,0.717,FALSE,1.14e-5,0.956,-4.743,1,0.0376,116.261,4,0.29
0.00113,0.522,224720,0.807,FALSE,0,0.106,-4.979,0,0.027,168.044,4,0.33
0.00144,0.689,211413,0.862,FALSE,0,0.0811,-4.095,0,0.0491,124.974,4,0.899
0.0175,0.346,397520,0.927,FALSE,1.18e-5,0.932,-6.188,1,0.0957,85.886,4,0.291
0.0149,0.657,199067,0.846,FALSE,0,0.136,-3.124,0,0.0257,129.994,4,0.859
0.0986,0.654,190640,0.589,FALSE,0,0.103,-5.009,1,0.0582,126.13,4,0.455
0.0121,0.644,226960,0.866,FALSE,0,0.0719,-5.687,0,0.0341,114.927,4,0.39
0.589,0.496,241040,0.416,FALSE,0,0.0911,-8.262,1,0.0271,114.355,3,0.214
